88,0,0,10,Celta,Barcelona
89,1,1,10,Castellon,At. Madrid
90,2,2,10,Sporting Gijon,Las Palmas
91,2,1,11,Betis,Real Madrid
92,1,2,11,Oviedo,Espanyol
93,4,1,11,Valencia,Ath. Bilbao
94,1,2,11,Dptivo. Coruna,Real Sociedad
95,1,1,11,Zaragoza,Malaga (C.D.)
96,1,0,11,Granada,Celta
97,3,1,11,Barcelona,Castellon
98,0,1,11,At. Madrid,Sporting Gijon
99,3,3,11,Burgos,Las Palmas
100,2,0,12,Real Madrid,Burgos
101,2,2,12,Espanyol,Betis
102,3,3,12,Ath. Bilbao,Oviedo
103,2,1,12,Real Sociedad,Valencia
104,4,1,12,Malaga (C.D.),Dptivo. Coruna
105,1,2,12,Celta,Zaragoza
106,0,0,12,Castellon,Granada
107,1,1,12,Sporting Gijon,Barcelona
108,2,2,12,Las Palmas,At. Madrid
109,1,0,13,Real Madrid,Espanyol
110,0,0,13,Betis,Ath. Bilbao
111,1,1,13,Oviedo,Real Sociedad
112,2,1,13,Valencia,Malaga (C.D.)
113,1,0,13,Dptivo. Coruna,Celta
114,0,1,13,Zaragoza,Castellon
115,1,0,13,Granada,Sporting Gijon
116,3,1,13,Barcelona,Las Palmas
117,0,1,13,Burgos,At. Madrid
118,2,0,14,Espanyol,Burgos
119,2,1,14,Ath. Bilbao,Real Madrid
120,2,1,14,Real Sociedad,Betis
121,1,1,14,Malaga (C.D.),Oviedo
122,1,0,14,Celta,Valencia
123,2,0,14,Castellon,Dptivo. Coruna
124,3,0,14,Sporting Gijon,Zaragoza
125,1,0,14,Las Palmas,Granada
126,2,0,14,At. Madrid,Barcelona
127,0,0,15,Espanyol,Ath. Bilbao
128,6,1,15,Real Madrid,Real Sociedad
129,0,1,15,Betis,Malaga (C.D.)
130,0,0,15,Oviedo,Celta
131,4,2,15,Valencia,Castellon
132,2,1,15,Dptivo. Coruna,Sporting Gijon
133,1,0,15,Zaragoza,Las Palmas
134,0,1,15,Granada,At. Madrid
135,0,0,15,Burgos,Barcelona
136,5,1,16,Burgos,Ath. Bilbao
137,4,1,16,Real Sociedad,Espanyol
138,1,0,16,Malaga (C.D.),Real Madrid
139,0,0,16,Celta,Betis
140,2,0,16,Castellon,Oviedo
141,1,1,16,Sporting Gijon,Valencia
142,3,0,16,Las Palmas,Dptivo. Coruna
143,0,0,16,At. Madrid,Zaragoza
144,3,0,16,Barcelona,Granada
145,2,1,17,Ath. Bilbao,Real Sociedad
146,1,0,17,Espanyol,Malaga (C.D.)
147,1,0,17,Real Madrid,Celta
148,2,0,17,Betis,Castellon
149,1,0,17,Oviedo,Sporting Gijon
150,0,0,17,Valencia,Las Palmas
151,1,1,17,Dptivo. Coruna,At. Madrid
152,0,2,17,Zaragoza,Barcelona
153,2,0,17,Granada,Burgos
154,2,0,18,Zaragoza,Granada
155,0,1,18,Dptivo. Coruna,Barcelona
156,1,2,18,Valencia,At. Madrid
157,3,0,18,Oviedo,Las Palmas
158,2,0,18,Betis,Sporting Gijon
159,2,0,18,Real Madrid,Castellon
160,4,2,18,Espanyol,Celta
161,2,0,18,Ath. Bilbao,Malaga (C.D.)
162,5,1,18,Real Sociedad,Burgos
163,3,0,19,Burgos,Zaragoza
164,2,0,19,Granada,Dptivo. Coruna
165,0,0,19,Barcelona,Valencia
166,2,1,19,At. Madrid,Oviedo
167,2,0,19,Las Palmas,Betis
168,1,0,19,Sporting Gijon,Real Madrid
169,2,0,19,Castellon,Espanyol
170,1,0,19,Celta,Ath. Bilbao
171,3,0,19,Malaga (C.D.),Real Sociedad
172,0,0,20,Dptivo. Coruna,Zaragoza
173,0,0,20,Valencia,Granada
174,0,0,20,Oviedo,Barcelona
175,1,0,20,Betis,At. Madrid
176,2,1,20,Real Madrid,Las Palmas
177,3,0,20,Espanyol,Sporting Gijon
178,1,1,20,Ath. Bilbao,Castellon
179,1,0,20,Real Sociedad,Celta
180,3,0,20,Malaga (C.D.),Burgos
181,0,0,21,Burgos,Dptivo. Coruna
182,0,1,21,Zaragoza,Valencia
183,4,0,21,Granada,Oviedo
184,2,0,21,Barcelona,Betis
185,1,2,21,At. Madrid,Real Madrid
186,0,2,21,Las Palmas,Espanyol
187,2,0,21,Sporting Gijon,Ath. Bilbao
188,3,0,21,Castellon,Real Sociedad
189,1,0,21,Celta,Malaga (C.D.)
190,0,1,22,Valencia,Dptivo. Coruna
191,2,0,22,Oviedo,Zaragoza
192,0,0,22,Betis,Granada
193,0,0,22,Real Madrid,Barcelona
194,2,1,22,Espanyol,At. Madrid
195,1,0,22,Ath. Bilbao,Las Palmas
196,0,0,22,Real Sociedad,Sporting Gijon
197,1,1,22,Malaga (C.D.),Castellon
198,1,0,22,Celta,Burgos
199,2,1,23,Burgos,Valencia
200,1,1,23,Dptivo. Coruna,Oviedo
201,3,2,23,Zaragoza,Betis
202,1,2,23,Granada,Real Madrid
203,0,1,23,Barcelona,Espanyol
204,2,1,23,At. Madrid,Ath. Bilbao
205,1,0,23,Las Palmas,Real Sociedad
206,2,0,23,Sporting Gijon,Malaga (C.D.)
207,5,1,23,Castellon,Celta
208,3,1,24,Oviedo,Valencia
209,2,0,24,Betis,Dptivo. Coruna
210,0,0,24,Real Madrid,Zaragoza
211,2,1,24,Espanyol,Granada
212,0,1,24,Ath. Bilbao,Barcelona
213,0,1,24,Real Sociedad,At. Madrid
214,0,1,24,Malaga (C.D.),Las Palmas
215,3,0,24,Celta,Sporting Gijon
216,3,1,24,Castellon,Burgos
217,0,1,25,Burgos,Oviedo
218,2,0,25,Valencia,Betis
219,0,0,25,Dptivo. Coruna,Real Madrid
220,1,0,25,Zaragoza,Espanyol
221,0,0,25,Granada,Ath. Bilbao
222,1,0,25,Barcelona,Real Sociedad
223,1,1,25,At. Madrid,Malaga (C.D.)
224,0,0,25,Las Palmas,Celta
225,1,0,25,Sporting Gijon,Castellon
226,0,0,26,Betis,Oviedo
227,2,1,26,Real Madrid,Valencia
228,2,1,26,Espanyol,Dptivo. Coruna
229,1,0,26,Ath. Bilbao,Zaragoza
230,1,0,26,Real Sociedad,Granada
231,2,1,26,Malaga (C.D.),Barcelona
232,0,1,26,Celta,At. Madrid
233,2,1,26,Castellon,Las Palmas
234,1,2,26,Sporting Gijon,Burgos
235,2,1,27,Burgos,Betis
236,1,2,27,Oviedo,Real Madrid
237,1,0,27,Valencia,Espanyol
238,2,1,27,Dptivo. Coruna,Ath. Bilbao
239,1,1,27,Zaragoza,Real Sociedad
240,2,0,27,Granada,Malaga (C.D.)
241,2,0,27,Barcelona,Celta
242,1,0,27,At. Madrid,Castellon
243,1,1,27,Las Palmas,Sporting Gijon
244,1,1,28,Real Madrid,Betis
245,3,0,28,Espanyol,Oviedo
246,2,0,28,Ath. Bilbao,Valencia
247,2,0,28,Real Sociedad,Dptivo. Coruna
248,2,1,28,Malaga (C.D.),Zaragoza
249,0,0,28,Celta,Granada
250,4,0,28,Castellon,Barcelona
251,2,3,28,Sporting Gijon,At. Madrid
252,4,1,28,Las Palmas,Burgos
253,2,3,29,Burgos,Real Madrid
254,2,2,29,Betis,Espanyol
255,2,1,29,Oviedo,Ath. Bilbao
256,1,0,29,Valencia,Real Sociedad
257,1,0,29,Dptivo. Coruna,Malaga (C.D.)
258,2,2,29,Zaragoza,Celta
259,1,1,29,Granada,Castellon
260,3,1,29,Barcelona,Sporting Gijon
261,2,1,29,At. Madrid,Las Palmas
262,1,0,30,Espanyol,Real Madrid
263,1,1,30,Ath. Bilbao,Betis
264,1,2,30,Real Sociedad,Oviedo
265,1,1,30,Malaga (C.D.),Valencia
266,1,0,30,Celta,Dptivo. Coruna
267,1,1,30,Castellon,Zaragoza
268,2,0,30,Sporting Gijon,Granada
269,2,1,30,Las Palmas,Barcelona
270,4,2,30,At. Madrid,Burgos
271,1,1,31,Burgos,Espanyol
272,3,3,31,Real Madrid,Ath. Bilbao
273,1,1,31,Betis,Real Sociedad
274,0,0,31,Oviedo,Malaga (C.D.)
275,1,0,31,Valencia,Celta
276,1,1,31,Dptivo. Coruna,Castellon
277,3,1,31,Zaragoza,Sporting Gijon
278,1,0,31,Granada,Las Palmas
279,0,0,31,Barcelona,At. Madrid
280,1,0,32,Ath. Bilbao,Espanyol
281,1,1,32,Real Sociedad,Real Madrid
282,0,0,32,Malaga (C.D.),Betis
283,4,2,32,Celta,Oviedo
284,1,3,32,Castellon,Valencia
285,0,0,32,Sporting Gijon,Dptivo. Coruna
286,1,1,32,Las Palmas,Zaragoza
287,2,1,32,At. Madrid,Granada
288,2,0,32,Barcelona,Burgos
289,4,0,33,Ath. Bilbao,Burgos
290,1,1,33,Espanyol,Real Sociedad
291,2,0,33,Real Madrid,Malaga (C.D.)
292,1,0,33,Betis,Celta
293,0,0,33,Oviedo,Castellon
294,1,0,33,Valencia,Sporting Gijon
295,2,2,33,Dptivo. Coruna,Las Palmas
296,1,1,33,Zaragoza,At. Madrid
297,0,2,33,Granada,Barcelona
298,1,0,34,Real Sociedad,Ath. Bilbao
299,0,1,34,Malaga (C.D.),Espanyol
300,3,0,34,Celta,Real Madrid
301,3,1,34,Castellon,Betis
302,1,0,34,Sporting Gijon,Oviedo
303,1,0,34,Las Palmas,Valencia
304,3,1,34,At. Madrid,Dptivo. Coruna
305,1,1,34,Barcelona,Zaragoza
306,2,1,34,Burgos,Granada
307,2,1,35,Mallorca,Rayo Vallecano
308,3,0,35,Barakaldo,Pontevedra
309,1,2,35,Sant Andreu,Gimn. Tarragona
310,3,2,35,Elche,Cult. Leonesa
311,3,0,35,Sevilla,Tenerife
312,1,1,35,Valladolid,Hercules
313,0,0,35,Valencia B,Murcia
314,3,1,35,Cadiz,Sabadell
315,2,1,35,Cordoba,Logrones
316,0,1,35,Osasuna,Rac. Santander
317,7,0,36,Rayo Vallecano,Osasuna
318,1,3,36,Pontevedra,Mallorca
319,2,0,36,Gimn. Tarragona,Barakaldo
320,1,2,36,Cult. Leonesa,Sant Andreu
321,0,0,36,Tenerife,Elche
322,1,1,36,Hercules,Sevilla
323,2,1,36,Murcia,Valladolid
324,2,1,36,Sabadell,Valencia B
325,3,3,36,Logrones,Cadiz
326,1,0,36,Rac. Santander,Cordoba
327,2,2,37,Rayo Vallecano,Pontevedra
328,2,0,37,Mallorca,Gimn. Tarragona
329,1,2,37,Barakaldo,Cult. Leonesa
330,1,0,37,Sant Andreu,Tenerife
331,3,0,37,Elche,Hercules
332,1,1,37,Sevilla,Murcia
333,1,1,37,Valladolid,Sabadell
334,1,1,37,Valencia B,Logrones
335,0,1,37,Cadiz,Rac. Santander
336,2,2,37,Osasuna,Cordoba
337,1,2,38,Pontevedra,Osasuna
338,2,0,38,Gimn. Tarragona,Rayo Vallecano
339,0,0,38,Cult. Leonesa,Mallorca
340,0,0,38,Tenerife,Barakaldo
341,1,0,38,Hercules,Sant Andreu
342,2,0,38,Murcia,Elche
343,0,1,38,Sabadell,Sevilla
344,1,2,38,Logrones,Valladolid
345,2,0,38,Rac. Santander,Valencia B
346,2,0,38,Cordoba,Cadiz
347,3,0,39,Pontevedra,Gimn. Tarragona
348,1,1,39,Rayo Vallecano,Cult. Leonesa
349,3,0,39,Mallorca,Tenerife
350,2,0,39,Barakaldo,Hercules
351,3,2,39,Sant Andreu,Murcia
352,1,0,39,Elche,Sabadell
353,0,0,39,Sevilla,Logrones
354,0,0,39,Valladolid,Rac. Santander
355,0,1,39,Valencia B,Cordoba
356,1,0,39,Osasuna,Cadiz
357,1,0,40,Gimn. Tarragona,Osasuna
358,1,1,40,Cult. Leonesa,Pontevedra
359,1,0,40,Tenerife,Rayo Vallecano
360,2,0,40,Hercules,Mallorca
361,6,0,40,Murcia,Barakaldo
362,1,1,40,Sabadell,Sant Andreu
363,0,1,40,Logrones,Elche
364,1,0,40,Rac. Santander,Sevilla
365,2,3,40,Cordoba,Valladolid
366,1,1,40,Cadiz,Valencia B
367,4,0,41,Gimn. Tarragona,Cult. Leonesa
368,2,1,41,Pontevedra,Tenerife
369,2,1,41,Rayo Vallecano,Hercules
370,1,0,41,Mallorca,Murcia
371,1,0,41,Barakaldo,Sabadell
372,1,1,41,Sant Andreu,Logrones
373,1,1,41,Elche,Rac. Santander
374,3,1,41,Sevilla,Cordoba
375,1,0,41,Valladolid,Cadiz
376,1,0,41,Osasuna,Valencia B
377,1,0,42,Cult. Leonesa,Osasuna
378,1,0,42,Tenerife,Gimn. Tarragona
379,2,1,42,Hercules,Pontevedra
380,2,1,42,Murcia,Rayo Vallecano
381,0,1,42,Sabadell,Mallorca
382,1,1,42,Logrones,Barakaldo
383,1,1,42,Rac. Santander,Sant Andreu
384,1,2,42,Cordoba,Elche
385,1,1,42,Cadiz,Sevilla
386,0,0,42,Valencia B,Valladolid
387,0,0,43,Cult. Leonesa,Tenerife
388,1,0,43,Gimn. Tarragona,Hercules
389,0,1,43,Pontevedra,Murcia
390,3,0,43,Rayo Vallecano,Sabadell
391,0,0,43,Mallorca,Logrones
392,0,0,43,Barakaldo,Rac. Santander
393,1,0,43,Sant Andreu,Cordoba
394,3,0,43,Elche,Cadiz
395,3,0,43,Sevilla,Valencia B
396,0,0,43,Osasuna,Valladolid
397,2,0,44,Tenerife,Osasuna
398,3,1,44,Hercules,Cult. Leonesa
399,3,1,44,Murcia,Gimn. Tarragona
400,3,1,44,Sabadell,Pontevedra
401,2,0,44,Logrones,Rayo Vallecano
402,1,0,44,Rac. Santander,Mallorca
403,2,0,44,Cordoba,Barakaldo
404,6,0,44,Cadiz,Sant Andreu
405,2,3,44,Valencia B,Elche
406,1,1,44,Valladolid,Sevilla
407,3,0,45,Tenerife,Hercules
408,1,3,45,Cult. Leonesa,Murcia
409,2,1,45,Gimn. Tarragona,Sabadell
410,1,1,45,Pontevedra,Logrones
411,2,0,45,Rayo Vallecano,Rac. Santander
412,2,0,45,Mallorca,Cordoba
413,1,1,45,Barakaldo,Cadiz
414,0,0,45,Sant Andreu,Valencia B
415,1,2,45,Elche,Valladolid
416,1,1,45,Osasuna,Sevilla
417,2,0,46,Hercules,Osasuna
418,3,0,46,Murcia,Tenerife
419,2,0,46,Sabadell,Cult. Leonesa
420,1,1,46,Logrones,Gimn. Tarragona
421,1,0,46,Rac. Santander,Pontevedra
422,2,0,46,Cordoba,Rayo Vallecano
423,2,0,46,Cadiz,Mallorca
424,0,1,46,Valencia B,Barakaldo
425,1,1,46,Valladolid,Sant Andreu
426,2,0,46,Sevilla,Elche
427,0,1,47,Hercules,Murcia
428,1,1,47,Tenerife,Sabadell
429,3,2,47,Cult. Leonesa,Logrones
430,1,0,47,Gimn. Tarragona,Rac. Santander
431,0,0,47,Pontevedra,Cordoba
432,1,2,47,Rayo Vallecano,Cadiz
433,1,1,47,Mallorca,Valencia B
434,2,0,47,Barakaldo,Valladolid
435,1,0,47,Sant Andreu,Sevilla
436,1,0,47,Osasuna,Elche
437,1,0,48,Murcia,Osasuna
438,0,0,48,Sabadell,Hercules
439,3,0,48,Logrones,Tenerife
440,2,1,48,Rac. Santander,Cult. Leonesa
441,1,0,48,Cordoba,Gimn. Tarragona
442,2,0,48,Cadiz,Pontevedra
443,2,1,48,Valencia B,Rayo Vallecano
444,3,1,48,Valladolid,Mallorca
445,0,1,48,Sevilla,Barakaldo
446,2,0,48,Elche,Sant Andreu
447,5,2,49,Murcia,Sabadell
448,1,0,49,Hercules,Logrones
449,4,1,49,Tenerife,Rac. Santander
450,3,0,49,Cult. Leonesa,Cordoba
451,2,1,49,Gimn. Tarragona,Cadiz
452,2,0,49,Pontevedra,Valencia B
453,0,2,49,Rayo Vallecano,Valladolid
454,1,1,49,Mallorca,Sevilla
455,0,0,49,Barakaldo,Elche
456,1,1,49,Osasuna,Sant Andreu
457,2,1,50,Sabadell,Osasuna
458,0,0,50,Logrones,Murcia
459,1,0,50,Rac. Santander,Hercules
460,1,0,50,Cordoba,Tenerife
461,1,0,50,Cadiz,Cult. Leonesa
462,3,1,50,Valencia B,Gimn. Tarragona
463,1,0,50,Valladolid,Pontevedra
464,3,0,50,Sevilla,Rayo Vallecano
465,3,1,50,Elche,Mallorca
466,3,0,50,Sant Andreu,Barakaldo
467,0,2,51,Sabadell,Logrones
468,4,1,51,Murcia,Rac. Santander
469,1,0,51,Hercules,Cordoba
470,0,1,51,Tenerife,Cadiz
471,2,1,51,Cult. Leonesa,Valencia B
472,2,1,51,Gimn. Tarragona,Valladolid
473,2,0,51,Pontevedra,Sevilla
474,0,1,51,Rayo Vallecano,Elche
475,2,1,51,Mallorca,Sant Andreu
476,1,0,51,Osasuna,Barakaldo
477,1,0,52,Osasuna,Logrones
478,2,0,52,Rac. Santander,Sabadell
479,1,0,52,Cordoba,Murcia
480,2,1,52,Cadiz,Hercules
481,2,1,52,Valencia B,Tenerife
482,1,0,52,Valladolid,Cult. Leonesa
483,2,0,52,Sevilla,Gimn. Tarragona
484,2,0,52,Elche,Pontevedra
485,2,0,52,Sant Andreu,Rayo Vallecano
486,1,0,52,Barakaldo,Mallorca
487,0,3,53,Logrones,Rac. Santander
488,3,3,53,Sabadell,Cordoba
489,2,1,53,Murcia,Cadiz
490,1,0,53,Hercules,Valencia B
491,1,0,53,Tenerife,Valladolid
492,1,2,53,Cult. Leonesa,Sevilla
493,1,1,53,Gimn. Tarragona,Elche
494,0,0,53,Pontevedra,Sant Andreu
495,2,2,53,Rayo Vallecano,Barakaldo
496,1,0,53,Mallorca,Osasuna
497,2,1,54,Rayo Vallecano,Mallorca
498,0,2,54,Pontevedra,Barakaldo
499,2,1,54,Gimn. Tarragona,Sant Andreu
500,0,0,54,Cult. Leonesa,Elche
501,2,0,54,Tenerife,Sevilla
502,1,0,54,Hercules,Valladolid
503,5,0,54,Murcia,Valencia B
504,3,1,54,Sabadell,Cadiz
505,4,0,54,Logrones,Cordoba
506,1,0,54,Rac. Santander,Osasuna
507,4,2,55,Osasuna,Rayo Vallecano
508,0,1,55,Mallorca,Pontevedra
509,3,0,55,Barakaldo,Gimn. Tarragona
510,1,0,55,Sant Andreu,Cult. Leonesa
511,1,0,55,Elche,Tenerife
512,1,0,55,Sevilla,Hercules
513,2,0,55,Valladolid,Murcia
514,2,1,55,Valencia B,Sabadell
515,3,2,55,Cadiz,Logrones
516,1,2,55,Cordoba,Rac. Santander
517,2,1,56,Pontevedra,Rayo Vallecano
518,0,1,56,Gimn. Tarragona,Mallorca
519,1,1,56,Cult. Leonesa,Barakaldo
520,0,1,56,Tenerife,Sant Andreu
521,2,1,56,Hercules,Elche
522,2,0,56,Murcia,Sevilla
523,1,0,56,Sabadell,Valladolid
524,1,1,56,Logrones,Valencia B
525,1,0,56,Rac. Santander,Cadiz
526,4,0,56,Cordoba,Osasuna
527,2,0,57,Osasuna,Pontevedra
528,4,0,57,Rayo Vallecano,Gimn. Tarragona
529,2,0,57,Mallorca,Cult. Leonesa
530,1,1,57,Barakaldo,Tenerife
531,2,1,57,Sant Andreu,Hercules
532,1,1,57,Elche,Murcia
533,2,1,57,Sevilla,Sabadell
534,0,0,57,Valladolid,Logrones
535,2,1,57,Valencia B,Rac. Santander
536,1,1,57,Cadiz,Cordoba
537,0,0,58,Gimn. Tarragona,Pontevedra
538,3,1,58,Cult. Leonesa,Rayo Vallecano
539,1,0,58,Tenerife,Mallorca
540,2,0,58,Hercules,Barakaldo
541,1,0,58,Murcia,Sant Andreu
542,1,0,58,Sabadell,Elche
543,3,1,58,Logrones,Sevilla
544,2,0,58,Rac. Santander,Valladolid
545,0,0,58,Cordoba,Valencia B
546,1,0,58,Cadiz,Osasuna
547,2,1,59,Osasuna,Gimn. Tarragona
548,0,0,59,Pontevedra,Cult. Leonesa
549,2,0,59,Rayo Vallecano,Tenerife
550,1,0,59,Mallorca,Hercules
551,0,1,59,Barakaldo,Murcia
552,4,1,59,Sant Andreu,Sabadell
553,3,1,59,Elche,Logrones
554,1,0,59,Sevilla,Rac. Santander
555,2,1,59,Valladolid,Cordoba
556,1,1,59,Valencia B,Cadiz
557,2,0,60,Cult. Leonesa,Gimn. Tarragona
558,3,1,60,Tenerife,Pontevedra
559,1,1,60,Hercules,Rayo Vallecano
560,1,0,60,Murcia,Mallorca
561,3,0,60,Sabadell,Barakaldo
562,1,3,60,Logrones,Sant Andreu
563,0,0,60,Rac. Santander,Elche
564,0,0,60,Cordoba,Sevilla
565,3,2,60,Cadiz,Valladolid
566,0,1,60,Valencia B,Osasuna
567,1,0,61,Osasuna,Cult. Leonesa
568,0,0,61,Gimn. Tarragona,Tenerife
569,1,1,61,Pontevedra,Hercules
570,2,0,61,Rayo Vallecano,Murcia
571,3,0,61,Mallorca,Sabadell
572,2,1,61,Barakaldo,Logrones
573,2,0,61,Sant Andreu,Rac. Santander
574,1,0,61,Elche,Cordoba
575,2,0,61,Sevilla,Cadiz
576,0,0,61,Valladolid,Valencia B
577,4,1,62,Tenerife,Cult. Leonesa
578,0,0,62,Hercules,Gimn. Tarragona
579,3,0,62,Murcia,Pontevedra
580,1,1,62,Sabadell,Rayo Vallecano
581,1,0,62,Logrones,Mallorca
582,2,1,62,Rac. Santander,Barakaldo
583,4,0,62,Cordoba,Sant Andreu
584,1,1,62,Cadiz,Elche
585,0,0,62,Valencia B,Sevilla
586,2,0,62,Valladolid,Osasuna
587,1,1,63,Osasuna,Tenerife
588,1,4,63,Cult. Leonesa,Hercules
589,0,1,63,Gimn. Tarragona,Murcia
590,0,0,63,Pontevedra,Sabadell
591,1,0,63,Rayo Vallecano,Logrones
592,0,0,63,Mallorca,Rac. Santander
593,3,2,63,Barakaldo,Cordoba
594,2,4,63,Sant Andreu,Cadiz
595,4,1,63,Elche,Valencia B
596,0,0,63,Sevilla,Valladolid
597,3,1,64,Hercules,Tenerife
598,0,1,64,Murcia,Cult. Leonesa
599,3,2,64,Sabadell,Gimn. Tarragona
600,0,0,64,Logrones,Pontevedra
601,2,1,64,Rac. Santander,Rayo Vallecano
602,2,0,64,Cordoba,Mallorca
603,3,1,64,Cadiz,Barakaldo
604,1,1,64,Valencia B,Sant Andreu
605,0,0,64,Valladolid,Elche
606,1,1,64,Sevilla,Osasuna
607,1,0,65,Osasuna,Hercules
608,2,0,65,Tenerife,Murcia
609,0,0,65,Cult. Leonesa,Sabadell
610,2,2,65,Gimn. Tarragona,Logrones
611,4,0,65,Pontevedra,Rac. Santander
612,3,0,65,Rayo Vallecano,Cordoba
613,0,0,65,Mallorca,Cadiz
614,4,2,65,Barakaldo,Valencia B
615,2,2,65,Sant Andreu,Valladolid
616,1,0,65,Elche,Sevilla
617,2,0,66,Murcia,Hercules
618,1,0,66,Sabadell,Tenerife
619,1,0,66,Logrones,Cult. Leonesa
620,1,1,66,Rac. Santander,Gimn. Tarragona
621,2,1,66,Cordoba,Pontevedra
622,2,3,66,Cadiz,Rayo Vallecano
623,1,3,66,Valencia B,Mallorca
624,4,0,66,Valladolid,Barakaldo
625,0,0,66,Sevilla,Sant Andreu
626,1,0,66,Elche,Osasuna
627,1,0,67,Osasuna,Murcia
628,0,0,67,Hercules,Sabadell
629,3,0,67,Tenerife,Logrones
630,1,2,67,Cult. Leonesa,Rac. Santander
631,1,1,67,Gimn. Tarragona,Cordoba
632,2,1,67,Pontevedra,Cadiz
633,1,1,67,Rayo Vallecano,Valencia B
634,0,1,67,Mallorca,Valladolid
635,2,1,67,Barakaldo,Sevilla
636,3,1,67,Sant Andreu,Elche
637,3,3,68,Sabadell,Murcia
638,1,2,68,Logrones,Hercules
639,2,1,68,Rac. Santander,Tenerife
640,2,2,68,Cordoba,Cult. Leonesa
641,1,1,68,Cadiz,Gimn. Tarragona
642,1,0,68,Valencia B,Pontevedra
643,0,1,68,Valladolid,Rayo Vallecano
644,2,0,68,Sevilla,Mallorca
645,1,0,68,Elche,Barakaldo
646,3,3,68,Sant Andreu,Osasuna
647,1,3,69,Osasuna,Sabadell
648,1,0,69,Murcia,Logrones
649,5,2,69,Hercules,Rac. Santander
650,1,0,69,Tenerife,Cordoba
651,1,1,69,Cult. Leonesa,Cadiz
652,2,0,69,Gimn. Tarragona,Valencia B
